Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM1885C2A8R8DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,8.8pF,±0.5pF,,1E-12,8.8,8.8E-12
GCM1885C1H8R8BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.8pF,±0.1pF,,1E-12,8.8,8.8E-12
GCM1885C1H8R8CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.8pF,±0.25pF,,1E-12,8.8,8.8E-12
GCM1885C1H8R8DA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.8pF,±0.5pF,,1E-12,8.8,8.8E-12
GCM1885G1H8R8BA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.8pF,±0.1pF,,1E-12,8.8,8.8E-12
GCM1885G1H8R8CA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.8pF,±0.25pF,,1E-12,8.8,8.8E-12
GCM1885G1H8R8DA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.8pF,±0.5pF,,1E-12,8.8,8.8E-12
GCM1555C1H8R9DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,8.9pF,±0.5pF,,1E-12,8.9,8.9E-12
GCM1555G1H8R9BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,8.9pF,±0.1pF,,1E-12,8.9,8.9E-12
GCM1555G1H8R9CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,8.9pF,±0.25pF,,1E-12,8.9,8.9E-12
GCM1885C2A8R9BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,8.9pF,±0.1pF,,1E-12,8.9,8.9E-12
GCM1885C2A8R9CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,8.9pF,±0.25pF,,1E-12,8.9,8.9E-12
GCM1885C2A8R9DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,8.9pF,±0.5pF,,1E-12,8.9,8.9E-12
GCM1885C1H8R9BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.9pF,±0.1pF,,1E-12,8.9,8.9E-12
GCM1885C1H8R9CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.9pF,±0.25pF,,1E-12,8.9,8.9E-12
GCM1885C1H8R9DA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,8.9pF,±0.5pF,,1E-12,8.9,8.9E-12
GCM1885G1H8R9BA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.9pF,±0.1pF,,1E-12,8.9,8.9E-12
GCM1885G1H8R9CA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.9pF,±0.25pF,,1E-12,8.9,8.9E-12
GCM1885G1H8R9DA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,8.9pF,±0.5pF,,1E-12,8.9,8.9E-12
GCM0335C1E9R0DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM0335C1H9R0DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM1555C1H9R0BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9pF,±0.1pF,,1E-12,9,9E-12
GCM1555C1H9R0CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1555C1H9R0DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM1555C1H9R0WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9pF,±0.05pF,,1E-12,9,9E-12
GCM1555C2A9R0CE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1555C2A9R0DE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM1555G1H9R0BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9pF,±0.1pF,,1E-12,9,9E-12
GCM1555G1H9R0CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1885C2A9R0BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9pF,±0.1pF,,1E-12,9,9E-12
GCM1885C2A9R0CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1885C2A9R0DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM1885C1H9R0BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9pF,±0.1pF,,1E-12,9,9E-12
GCM1885C1H9R0CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1885C1H9R0DA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM1885G1H9R0BA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9pF,±0.1pF,,1E-12,9,9E-12
GCM1885G1H9R0CA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9pF,±0.25pF,,1E-12,9,9E-12
GCM1885G1H9R0DA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9pF,±0.5pF,,1E-12,9,9E-12
GCM0335C1E9R1DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM0335C1H9R1DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1555C1H9R1BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.1pF,±0.1pF,,1E-12,9.1,9.1E-12
GCM1555C1H9R1CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1555C1H9R1DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1555C2A9R1CE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1555C2A9R1DE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1555G1H9R1BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.1pF,±0.1pF,,1E-12,9.1,9.1E-12
GCM1555G1H9R1CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1885C2A9R1BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.1pF,±0.1pF,,1E-12,9.1,9.1E-12
GCM1885C2A9R1CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1885C2A9R1DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1885C1H9R1BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.1pF,±0.1pF,,1E-12,9.1,9.1E-12
GCM1885C1H9R1CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1885C1H9R1DA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1885G1H9R1BA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9.1pF,±0.1pF,,1E-12,9.1,9.1E-12
GCM1885G1H9R1CA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9.1pF,±0.25pF,,1E-12,9.1,9.1E-12
GCM1885G1H9R1DA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,9.1pF,±0.5pF,,1E-12,9.1,9.1E-12
GCM1555C1H9R2CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.2pF,±0.25pF,,1E-12,9.2,9.2E-12
GCM1555C1H9R2DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.2pF,±0.5pF,,1E-12,9.2,9.2E-12
GCM1555G1H9R2BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.2pF,±0.1pF,,1E-12,9.2,9.2E-12
GCM1555G1H9R2CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.2pF,±0.25pF,,1E-12,9.2,9.2E-12
GCM1885C2A9R2BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.2pF,±0.1pF,,1E-12,9.2,9.2E-12
GCM1885C2A9R2CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.2pF,±0.25pF,,1E-12,9.2,9.2E-12
GCM1885C2A9R2DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.2pF,±0.5pF,,1E-12,9.2,9.2E-12
GCM1885C1H9R2BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.2pF,±0.1pF,,1E-12,9.2,9.2E-12
GCM1885C1H9R2CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.2pF,±0.25pF,,1E-12,9.2,9.2E-12
GCM1885C1H9R2DA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,9.2pF,±0.5pF,,1E-12,9.2,9.2E-12
GCM1555C1H9R3DA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,9.3pF,±0.5pF,,1E-12,9.3,9.3E-12
GCM1555G1H9R3BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.3pF,±0.1pF,,1E-12,9.3,9.3E-12
GCM1555G1H9R3CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,9.3pF,±0.25pF,,1E-12,9.3,9.3E-12
GCM1885C2A9R3BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.3pF,±0.1pF,,1E-12,9.3,9.3E-12
GCM1885C2A9R3CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,9.3pF,±0.25pF,,1E-12,9.3,9.3E-12
